Label	Predicted	Score
Sandal	Sandal	0.99996626
Sneaker	Sneaker	0.996738
Dress	Dress	0.679731
T-shirt/top	T-shirt/top	0.988395
Pullover	Shirt	0.34691864
Coat	Coat	0.90564847
Trouser	Trouser	0.9999964
Dress	Shirt	0.4305642
Bag	Bag	0.9999995
Trouser	Trouser	1.0
Bag	Bag	0.99999976
Pullover	Pullover	0.992664
T-shirt/top	Shirt	0.57937163
Shirt	Shirt	0.7570495
Ankle boot	Sandal	0.7559103
Bag	Bag	0.99999964
Sandal	Sandal	0.9999906
Trouser	Trouser	0.9999932
Pullover	Pullover	0.9850227
Coat	Shirt	0.5058661
T-shirt/top	T-shirt/top	0.9979697
Ankle boot	Ankle boot	0.99984777
Shirt	T-shirt/top	0.95445865
Bag	Bag	0.99875987
Bag	Bag	0.99999344
T-shirt/top	T-shirt/top	0.9998776
Sneaker	Sneaker	0.9998764
Trouser	Trouser	0.801536
Shirt	Shirt	0.99493104
Ankle boot	Ankle boot	0.9998078
Bag	Bag	0.99999654
Ankle boot	Ankle boot	0.99996924
Ankle boot	Ankle boot	0.9994223
Coat	Coat	0.9661908
Ankle boot	Ankle boot	0.999995
Shirt	Shirt	0.9882267
Dress	Dress	0.7403028
Dress	Dress	0.9985065
Coat	Pullover	0.930949
Sandal	Sandal	0.98047584
T-shirt/top	T-shirt/top	0.9995554
Bag	Bag	0.9999989
T-shirt/top	T-shirt/top	0.9872033
Coat	Coat	0.997324
T-shirt/top	T-shirt/top	0.554658
Dress	Dress	0.9759352
T-shirt/top	T-shirt/top	0.9406236
T-shirt/top	T-shirt/top	0.9876078
T-shirt/top	T-shirt/top	0.9935707
Dress	Dress	0.994325
Dress	Dress	0.9860647
Sandal	Sandal	1.0
Ankle boot	Ankle boot	0.99998426
Coat	Coat	0.9886003
Sneaker	Sneaker	0.9678621
Trouser	Trouser	0.9999999
Sandal	Sandal	0.9993197
Coat	Coat	0.88720477
Trouser	Trouser	0.9999976
Shirt	Shirt	0.8904469
Trouser	Trouser	0.999998
Sneaker	Sneaker	0.9997876
Ankle boot	Ankle boot	0.99980766
Coat	Coat	0.9878582
Dress	Shirt	0.89244235
Coat	Coat	0.9779759
Sandal	Sandal	0.99992394
Pullover	Pullover	0.9999505
Ankle boot	Ankle boot	0.9999434
Coat	Coat	0.9989887
Ankle boot	Ankle boot	0.99999094
Bag	Bag	0.9999982
Bag	Bag	0.99989116
Sneaker	Sneaker	0.9989544
Coat	Coat	0.6287251
Pullover	Pullover	0.9108497
Dress	Dress	0.47452578
Ankle boot	Ankle boot	0.9999895
Dress	Dress	0.99839836
Shirt	Shirt	0.81345266
Sneaker	Sneaker	0.9956189
T-shirt/top	Shirt	0.44864345
Pullover	Pullover	0.9433007
Sneaker	Sneaker	0.999729
T-shirt/top	T-shirt/top	0.6468242
Shirt	Shirt	0.45303807
Trouser	Trouser	0.9999999
T-shirt/top	T-shirt/top	0.9996087
Sandal	Sandal	0.9999995
Sneaker	Sneaker	0.9947949
T-shirt/top	T-shirt/top	0.49176776
Sandal	Sandal	0.9999994
Ankle boot	Ankle boot	0.9996754
Coat	Coat	0.7787893
Dress	Dress	0.9886558
Pullover	Pullover	0.97734106
Bag	Bag	0.99999094
Sandal	Sandal	0.99998176
Bag	Bag	0.9999976
Trouser	Trouser	0.9999989
Ankle boot	Ankle boot	0.969047
Shirt	Shirt	0.74387157
Sneaker	Sneaker	0.9993113
Shirt	Shirt	0.5969118
Sneaker	Sneaker	0.99901545
Dress	Dress	0.99762017
Shirt	Shirt	0.87959725
Coat	Pullover	0.8756678
Sandal	Sandal	0.99993134
Trouser	Bag	0.58371013
Bag	Bag	0.9999995
Bag	Bag	0.9999927
Bag	Bag	0.9996679
Sneaker	Sneaker	0.9607285
Coat	Coat	0.89886576
Shirt	Shirt	0.95063806
Sandal	Sandal	0.9999937
Trouser	Trouser	0.999997
Sandal	Sandal	0.9998505
Ankle boot	Ankle boot	0.9997943
Shirt	Shirt	0.9726193
T-shirt/top	T-shirt/top	0.8252108
Ankle boot	Ankle boot	0.9998759
Sandal	Sandal	0.9999999
Bag	Bag	0.99999857
Sandal	Sandal	0.99999976
Sneaker	Sneaker	0.99850047
Dress	Dress	0.8713909
Ankle boot	Ankle boot	0.99567825
Bag	Bag	0.9999869
Dress	Dress	0.99986887
Coat	Pullover	0.82866114
Shirt	Shirt	0.6400108
Sandal	Sandal	0.9999927
Sneaker	Sneaker	0.99332076
Sandal	Sandal	0.999998
Trouser	Trouser	0.99999845
Trouser	Trouser	0.99999785
Sandal	Sandal	0.99969184
Coat	Coat	0.9003277
Trouser	Trouser	0.99997044
Bag	Bag	0.9998117
Sandal	Sandal	0.9999367
Bag	Bag	0.9999044
Pullover	Pullover	0.99431556
Ankle boot	Ankle boot	0.99999595
Shirt	Shirt	0.9105166
Dress	Dress	0.9994553
Dress	Dress	0.9998659
Coat	Coat	0.9757411
T-shirt/top	Shirt	0.52806455
Pullover	Pullover	0.999257
Coat	Coat	0.9785
Trouser	Trouser	0.99999547
Trouser	Trouser	0.9999968
Shirt	Shirt	0.5252013
Sneaker	Sneaker	0.95537937
Dress	Dress	0.3514214
Ankle boot	Ankle boot	0.86992705
T-shirt/top	T-shirt/top	0.99937785
Pullover	Pullover	0.9997594
Bag	Bag	0.8999682
Bag	Bag	0.99998915
Bag	Bag	0.9999999
Shirt	Bag	0.9824683
Sneaker	Sneaker	0.9987942
Sneaker	Sneaker	0.712063
Trouser	Trouser	0.99997795
Pullover	Pullover	0.99952877
Shirt	Shirt	0.97779834
Shirt	Shirt	0.5446101
Trouser	Trouser	0.9991116
Shirt	Shirt	0.97983414
T-shirt/top	T-shirt/top	0.9749487
Pullover	Pullover	0.99215275
Sandal	Sandal	0.99999166
Bag	Bag	0.99999917
Pullover	Pullover	0.9793609
Coat	Coat	0.7092917
Pullover	Pullover	0.94674087
Dress	Pullover	0.39461675
Trouser	Trouser	1.0
Sandal	Sandal	0.99998486
Sandal	Sandal	0.76546633
Coat	Coat	0.99488974
Coat	Coat	0.9850462
T-shirt/top	T-shirt/top	0.9975563
Sandal	Sandal	0.99783057
Coat	Coat	0.5325734
Sneaker	Sneaker	0.99461234
Shirt	T-shirt/top	0.9289898
Dress	Dress	0.98977053
Coat	Coat	0.997283
Sandal	Sandal	0.99999964
Sandal	Sandal	0.99999857
Sneaker	Sneaker	0.9925533
Sandal	Sandal	0.9999931
Sneaker	Sneaker	0.998055
T-shirt/top	T-shirt/top	0.99772614
Trouser	Trouser	0.9999999
Trouser	Trouser	0.9999995
Ankle boot	Ankle boot	0.9988049
Sneaker	Sneaker	0.9989666
Sandal	Sandal	0.9997286
T-shirt/top	T-shirt/top	0.9971896
Trouser	Trouser	0.99999595
Ankle boot	Ankle boot	0.9998987
Shirt	Shirt	0.59771675
Dress	Dress	0.9934056
Shirt	Shirt	0.9777584
Sandal	Sandal	0.99998915
Coat	Coat	0.98644966
Dress	Shirt	0.72379094
Shirt	Coat	0.7522972
Sandal	Sandal	0.99999475
Sneaker	Sneaker	0.9924718
Pullover	Pullover	0.997983
Pullover	Pullover	0.994752
Pullover	Pullover	0.99925464
T-shirt/top	T-shirt/top	0.90520716
Sandal	Sandal	0.99999964
Shirt	Shirt	0.7266245
Shirt	Shirt	0.8572204
Dress	Dress	0.9997838
Sneaker	Sneaker	0.9912236
Bag	Bag	0.99974746
Shirt	Shirt	0.6637466
Pullover	Pullover	0.9988016
Shirt	Shirt	0.59695995
Trouser	Trouser	0.9999993
Trouser	Trouser	0.99989057
Sneaker	Sandal	0.9731098
Sandal	Sandal	0.99985635
Pullover	Pullover	0.9798489
Sandal	Sandal	0.99999976
Dress	Dress	0.99846977
Coat	Shirt	0.6308368
Bag	Bag	0.99999654
Sandal	Sandal	0.99999475
Bag	Bag	0.9973242
Bag	T-shirt/top	0.4441376
Shirt	Shirt	0.6969932
Trouser	Trouser	0.99999905
Pullover	Pullover	0.99444324
Dress	Dress	0.9965842
Sandal	Sandal	0.7386829
Shirt	Shirt	0.9163285
Ankle boot	Ankle boot	0.99977964
T-shirt/top	T-shirt/top	0.91462725
Coat	Coat	0.84560776
Sandal	Sandal	0.9025191
Pullover	Shirt	0.7603238
Dress	Dress	0.9988514
Coat	Coat	0.82506746
Ankle boot	Ankle boot	0.99994636
Sandal	Sandal	1.0
Sandal	Sandal	0.99975497
Ankle boot	Ankle boot	0.99998903
Coat	Coat	0.99325114
Shirt	Shirt	0.81883526
Coat	Coat	0.9336208
Trouser	Trouser	0.9999999
Trouser	Trouser	0.99999917
Bag	Bag	0.99976236
Ankle boot	Ankle boot	0.99951565
Coat	Coat	0.9988569
Coat	Pullover	0.58612585
Pullover	Pullover	0.9993783
Dress	Dress	0.999303
Dress	Dress	0.9217402
T-shirt/top	T-shirt/top	0.8929623
Sneaker	Sneaker	0.9975259
Trouser	Trouser	0.9999995
Bag	Bag	0.9999484
Bag	Bag	0.9999913
Sandal	Sandal	0.999961
T-shirt/top	T-shirt/top	0.8413946
T-shirt/top	Pullover	0.457677
Sneaker	Sneaker	0.94251376
Sneaker	Sneaker	0.9977877
Trouser	Trouser	0.9999999
T-shirt/top	T-shirt/top	0.99867994
Trouser	Trouser	0.9999989
Coat	Coat	0.97422713
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.9987727
T-shirt/top	T-shirt/top	0.99965894
Coat	Coat	0.96374226
Trouser	Trouser	0.999995
Trouser	Trouser	0.99998
T-shirt/top	T-shirt/top	0.9989973
Sneaker	Sneaker	0.70351803
Dress	Dress	0.9988532
Sneaker	Sneaker	0.97162896
Dress	Dress	0.9387188
Ankle boot	Ankle boot	0.9943018
T-shirt/top	T-shirt/top	0.95702255
Trouser	Trouser	0.9999993
Bag	Bag	0.9999993
Ankle boot	Ankle boot	0.9999814
T-shirt/top	T-shirt/top	0.7903774
T-shirt/top	Shirt	0.82598186
Shirt	Shirt	0.99576354
T-shirt/top	T-shirt/top	0.9978003
Ankle boot	Ankle boot	0.9999217
Trouser	Trouser	0.999998
Shirt	Shirt	0.5550053
Trouser	Trouser	1.0
Pullover	Pullover	0.99947685
Sneaker	Sneaker	0.99974257
Bag	Bag	0.9999641
T-shirt/top	T-shirt/top	0.99983466
Sandal	Sandal	0.9999945
Shirt	Shirt	0.8302611
Bag	Bag	0.99999917
Pullover	Pullover	0.99942374
Sandal	Sandal	0.9997379
Sandal	Sandal	0.99998844
Trouser	Trouser	0.9999248
Sandal	Sandal	0.99999857
Ankle boot	Ankle boot	0.9998247
Trouser	Trouser	1.0
Bag	Bag	0.9999956
Sandal	Sandal	0.999998
Dress	Dress	0.9825759
Trouser	Trouser	0.9999969
Shirt	Shirt	0.6711677
Shirt	Shirt	0.9433703
T-shirt/top	T-shirt/top	0.95619535
Sneaker	Sneaker	0.91562736
Dress	T-shirt/top	0.64677966
Sandal	Sandal	0.9999589
Coat	Coat	0.9762264
Bag	Bag	0.9999995
T-shirt/top	T-shirt/top	0.78474104
Sneaker	Ankle boot	0.7762366
Trouser	Trouser	0.9999906
Pullover	Pullover	0.84011644
Dress	Dress	0.97623456
Ankle boot	Ankle boot	0.99999106
Bag	Bag	0.999579
Dress	Dress	0.99360496
Bag	Bag	0.99996245
Sneaker	Sneaker	0.9945598
Sneaker	Sneaker	0.9997862
Ankle boot	Ankle boot	0.9999654
Sneaker	Sneaker	0.99979633
T-shirt/top	T-shirt/top	0.9998191
Ankle boot	Ankle boot	0.9999981
Coat	Coat	0.9589753
T-shirt/top	T-shirt/top	0.9993862
Ankle boot	Ankle boot	0.9994305
Shirt	Coat	0.6462775
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.9999951
Bag	Bag	0.9999999
Shirt	Shirt	0.9950454
Dress	Dress	0.8386334
Sneaker	Ankle boot	0.7211693
Coat	Coat	0.98406005
Ankle boot	Ankle boot	0.99999475
Sandal	Sandal	0.9999163
Coat	Coat	0.903471
Sneaker	Sneaker	0.9995173
Trouser	Trouser	0.9999951
Pullover	Pullover	0.9945122
Trouser	Trouser	0.99999905
Pullover	Pullover	0.6952369
Dress	Dress	0.6452097
Ankle boot	Ankle boot	0.9999684
Pullover	Pullover	0.9621835
T-shirt/top	T-shirt/top	0.9857614
Sandal	Sandal	0.99869543
T-shirt/top	Shirt	0.32009894
T-shirt/top	T-shirt/top	0.99821895
Sandal	Sandal	0.9999999
Sandal	Sandal	0.9973665
Coat	Coat	0.5863517
T-shirt/top	Shirt	0.53634125
Ankle boot	Ankle boot	0.99998116
Ankle boot	Ankle boot	0.99998057
Trouser	Trouser	0.9999995
Shirt	Shirt	0.9793682
Sneaker	Sneaker	0.999848
Sneaker	Sneaker	0.8754847
Sneaker	Sneaker	0.9999094
Coat	Coat	0.8958447
Sandal	Sandal	0.99999344
Trouser	Trouser	1.0
Pullover	Pullover	0.9607726
T-shirt/top	T-shirt/top	0.9915581
Shirt	Shirt	0.8756182
Dress	Dress	0.9998522
Bag	Bag	0.99999976
Ankle boot	Ankle boot	0.99587375
Bag	Bag	0.99999034
Coat	Coat	0.9566423
Trouser	Trouser	0.99999905
T-shirt/top	T-shirt/top	0.9923654
Bag	Bag	0.9999589
Dress	Dress	0.9343658
Ankle boot	Ankle boot	0.998882
Bag	Bag	0.9999968
Bag	Bag	0.99981207
Sneaker	Sneaker	0.9902109
Bag	Bag	0.99999416
Dress	Dress	0.9969549
T-shirt/top	T-shirt/top	0.6854171
T-shirt/top	T-shirt/top	0.99969494
Sneaker	Sneaker	0.9994822
Coat	Coat	0.5656075
Bag	Bag	0.99999964
Shirt	Shirt	0.895928
Ankle boot	Ankle boot	0.9999976
Ankle boot	Ankle boot	0.999982
Coat	Coat	0.9990283
Sandal	Sandal	0.7379696
Sneaker	Sneaker	0.9991635
Pullover	Pullover	0.92392623
Pullover	Pullover	0.98745
Trouser	Trouser	0.99999213
Sandal	Sandal	0.99939024
Dress	Dress	0.65296286
Coat	Pullover	0.848627
T-shirt/top	T-shirt/top	0.8048711
Sandal	Sandal	0.9999994
Sandal	Sandal	0.99999976
T-shirt/top	T-shirt/top	0.99876106
Bag	Bag	0.9999902
Coat	Coat	0.93307996
Sneaker	Sneaker	0.70557684
Bag	Bag	0.9999999
Ankle boot	Ankle boot	0.99999714
Coat	Coat	0.984235
Pullover	Pullover	0.99763143
Trouser	Trouser	0.9999944
Sneaker	Sneaker	0.7690741
Coat	Coat	0.8932246
Coat	Coat	0.8230343
Coat	Coat	0.98543143
Ankle boot	Ankle boot	0.99081403
Coat	Coat	0.94545925
Dress	Dress	0.99842787
Shirt	Shirt	0.647029
T-shirt/top	T-shirt/top	0.98892164
Sneaker	Sneaker	0.98951435
Sneaker	Sneaker	0.9892945
Bag	Bag	0.99999845
T-shirt/top	T-shirt/top	0.9953276
Ankle boot	Ankle boot	0.99998724
Trouser	Trouser	0.9999583
Pullover	Pullover	0.99896264
Shirt	Shirt	0.9976562
Pullover	Pullover	0.9995177
Ankle boot	Ankle boot	0.9982243
Sneaker	Sneaker	0.8354176
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.999701
Sneaker	Ankle boot	0.95014125
Dress	Dress	0.9998667
Dress	Dress	0.9993124
Trouser	Trouser	1.0
Pullover	Pullover	0.87211007
Dress	Dress	0.99951017
Sandal	Sandal	0.9999999
Coat	Shirt	0.6034312
Dress	Dress	0.81556934
Sneaker	Sneaker	0.8374492
Coat	Coat	0.8838624
Trouser	Trouser	0.9999999
Coat	Coat	0.93439597
Shirt	Shirt	0.86368215
Shirt	Shirt	0.7054859
Sneaker	Sneaker	0.99567515
Sandal	Sandal	0.9999689
Coat	Coat	0.9746849
Shirt	Shirt	0.86698985
Sneaker	Sneaker	0.96050876
Ankle boot	Ankle boot	0.82027054
Bag	Bag	0.99999917
Trouser	Trouser	0.9999851
Bag	Bag	0.9999838
Trouser	Trouser	0.9999995
Pullover	Pullover	0.90873194
Pullover	Pullover	0.9966184
Sandal	Sneaker	0.9879231
Sandal	Sandal	0.99999785
Shirt	Shirt	0.7362459
Trouser	Trouser	0.9999999
Coat	Pullover	0.78529483
Shirt	Shirt	0.95411015
Shirt	T-shirt/top	0.49927607
Trouser	Trouser	1.0
Pullover	Pullover	0.9971871
T-shirt/top	T-shirt/top	0.9975662
Sneaker	Sneaker	0.9995246
Shirt	Shirt	0.9856344
Bag	Bag	0.99905235
Bag	Bag	0.99999976
Pullover	Pullover	0.99717665
Bag	Bag	0.9999938
Coat	Coat	0.9947919
Sandal	Sandal	0.9999974
T-shirt/top	T-shirt/top	0.9411624
T-shirt/top	T-shirt/top	0.9999355
Trouser	Trouser	0.99999976
Sneaker	Sneaker	0.99472564
Ankle boot	Ankle boot	0.9999521
Sneaker	Sneaker	0.97767943
Coat	Coat	0.50681055
Ankle boot	Ankle boot	0.98936695
Coat	Coat	0.9967879
T-shirt/top	T-shirt/top	0.9538551
Pullover	Pullover	0.9866382
Bag	Bag	0.9999999
Sneaker	Sneaker	0.9991479
Trouser	Trouser	0.9999981
T-shirt/top	T-shirt/top	0.99353313
Bag	Bag	0.9999988
Sneaker	Sneaker	0.8503189
Shirt	Shirt	0.56704134
Bag	Bag	0.97045046
Coat	Shirt	0.7274993
Bag	Bag	0.99999547
Pullover	Pullover	0.99628025
Bag	Bag	0.9999845
T-shirt/top	T-shirt/top	0.9982502
Trouser	Trouser	1.0
Sandal	Sandal	0.99412113
Dress	Dress	0.9540303
Bag	Bag	0.9999963
Trouser	Trouser	0.9999964
Sneaker	Sneaker	0.9936009
Coat	Shirt	0.5446022
Ankle boot	Ankle boot	0.9999392
Dress	Dress	0.96576214
Sneaker	Sneaker	0.9969177
Ankle boot	Ankle boot	0.99999726
Sandal	Sandal	0.9869278
Trouser	Trouser	0.9999999
Bag	Bag	0.99999964
Dress	Dress	0.9963444
T-shirt/top	T-shirt/top	0.9197552
Ankle boot	Ankle boot	0.9999808
Dress	T-shirt/top	0.5159718
Shirt	T-shirt/top	0.5652726
Pullover	Pullover	0.9994605
Coat	Coat	0.7730169
Pullover	Pullover	0.9986926
Sneaker	Sneaker	0.99925095
Shirt	Shirt	0.98932344
Pullover	Shirt	0.5105722
Ankle boot	Ankle boot	0.9999306
Bag	Bag	0.9999999
Bag	Bag	0.9999987
Trouser	Trouser	1.0
Sandal	Sandal	1.0
Sneaker	Sneaker	0.9972899
Sneaker	Sneaker	0.9999156
Trouser	Trouser	0.99975246
Ankle boot	Ankle boot	0.7937219
Sandal	Sandal	0.99998987
Coat	Coat	0.91974574
Trouser	Pullover	0.3639978
T-shirt/top	T-shirt/top	0.90962684
Sneaker	Sneaker	0.91638505
Bag	Bag	0.99999917
Sneaker	Sneaker	0.99969053
Dress	Dress	0.99734676
Sneaker	Sneaker	0.99873203
Shirt	Shirt	0.34783554
Pullover	Pullover	0.65553635
Sandal	Sandal	0.9999968
Sandal	Sandal	0.9999968
Coat	Pullover	0.36273474
Shirt	Shirt	0.95275265
Sneaker	Sneaker	0.9905069
Pullover	Pullover	0.9517874
Shirt	Shirt	0.88679427
Dress	Dress	0.95244503
Pullover	Pullover	0.99998415
T-shirt/top	T-shirt/top	0.9968882
Coat	Coat	0.8926534
Sneaker	Sneaker	0.99854016
Bag	Bag	0.9999987
Shirt	Shirt	0.81124794
Shirt	Shirt	0.56858385
T-shirt/top	T-shirt/top	0.6682591
Trouser	Trouser	1.0
Sandal	Sandal	0.99966514
Dress	Dress	0.9996728
Bag	Bag	0.99998295
Dress	Dress	0.9954202
Ankle boot	Ankle boot	0.98116344
Sneaker	Sneaker	0.99947804
Trouser	Trouser	0.99999964
Sneaker	Sneaker	0.59813696
Trouser	Trouser	0.9999976
T-shirt/top	T-shirt/top	0.7731267
Dress	Dress	0.8272097
Bag	Bag	0.9999969
Sandal	Sandal	0.99935967
T-shirt/top	T-shirt/top	0.6980247
T-shirt/top	T-shirt/top	0.99772507
Shirt	Shirt	0.9939458
Coat	Coat	0.9977963
Trouser	Trouser	0.99999845
Trouser	Trouser	0.99999547
Pullover	Pullover	0.99768186
Ankle boot	Ankle boot	0.99996316
T-shirt/top	T-shirt/top	0.9922806
Shirt	T-shirt/top	0.62321746
Pullover	Pullover	0.90880626
Trouser	Trouser	0.9999999
Dress	Dress	0.91143817
Pullover	Pullover	0.99890256
Sneaker	Sneaker	0.99566346
Shirt	T-shirt/top	0.84202564
Trouser	Trouser	1.0
Bag	Bag	0.9999999
Sandal	Sneaker	0.60970455
Sneaker	Sneaker	0.99679834
Pullover	T-shirt/top	0.6804944
T-shirt/top	T-shirt/top	0.8623638
Sandal	Sandal	0.9999931
T-shirt/top	T-shirt/top	0.98800695
Coat	Coat	0.9750828
Shirt	Shirt	0.991143
Pullover	Pullover	0.90609956
Pullover	Pullover	0.8061169
Sandal	Sandal	0.9999993
Coat	Coat	0.9944798
Trouser	Trouser	0.99999034
Bag	Bag	0.9999999
Pullover	Pullover	0.999263
Trouser	Trouser	1.0
Sandal	Sandal	0.99425644
Dress	Dress	0.9915418
Bag	Bag	0.999982
Bag	Bag	1.0
Ankle boot	Ankle boot	0.99999774
Ankle boot	Sandal	0.92313975
T-shirt/top	T-shirt/top	0.9779459
Trouser	Trouser	0.9999994
Bag	Bag	0.99993193
Trouser	Trouser	1.0
Coat	Coat	0.54115874
Ankle boot	Ankle boot	0.9999418
T-shirt/top	T-shirt/top	0.84625965
Dress	Dress	0.9976902
Trouser	Trouser	1.0
Trouser	Trouser	0.9999999
Coat	Pullover	0.42825285
Sneaker	Sneaker	0.9966523
Bag	Bag	0.99999964
Dress	T-shirt/top	0.7877725
Coat	Coat	0.99009037
Ankle boot	Ankle boot	0.9962425
Shirt	T-shirt/top	0.8062589
Shirt	Pullover	0.94354475
Bag	Bag	0.99998593
Dress	Dress	0.7718197
Bag	Bag	0.99999607
Pullover	Pullover	0.6384067
Ankle boot	Ankle boot	0.9998944
Coat	Coat	0.816543
Sneaker	Sneaker	0.8263291
Sneaker	Sandal	0.5817823
T-shirt/top	T-shirt/top	0.85848427
Dress	Dress	0.9124032
T-shirt/top	Shirt	0.61299396
Pullover	Pullover	0.9994074
Sandal	Sandal	0.9999753
Sneaker	Sneaker	0.9947043
Dress	Dress	0.99174386
Sneaker	Sneaker	0.99575186
Coat	Shirt	0.5672424
Shirt	Coat	0.5918516
T-shirt/top	Shirt	0.56939626
Ankle boot	Ankle boot	0.999982
Dress	Dress	0.9575757
Shirt	Shirt	0.6274786
Sandal	Sandal	0.9999889
Coat	Coat	0.9637623
Trouser	Trouser	1.0
Pullover	Pullover	0.99973553
Trouser	Trouser	0.99999833
Bag	Bag	0.99999857
Trouser	Trouser	0.9999989
Ankle boot	Ankle boot	0.9999503
Coat	Coat	0.96783924
Bag	Bag	0.999946
Ankle boot	Ankle boot	0.99990344
Ankle boot	Ankle boot	0.99999404
Dress	Dress	0.714285
Dress	Dress	0.9106597
Sneaker	Sneaker	0.9984438
T-shirt/top	T-shirt/top	0.9978629
Shirt	T-shirt/top	0.78378797
Shirt	Shirt	0.9479827
Trouser	Trouser	1.0
Shirt	T-shirt/top	0.8149108
Shirt	Shirt	0.9327527
Shirt	Shirt	0.83360916
Coat	Coat	0.9972301
Pullover	Pullover	0.9978114
Pullover	Pullover	0.99943656
Sneaker	Ankle boot	0.98990977
T-shirt/top	T-shirt/top	0.9887388
Shirt	Shirt	0.96935487
Trouser	Dress	0.35485548
Pullover	Pullover	0.9998074
T-shirt/top	T-shirt/top	0.98692673
T-shirt/top	T-shirt/top	0.95707506
Trouser	Trouser	0.9999995
Shirt	Dress	0.5678962
T-shirt/top	Pullover	0.7241192
Dress	Shirt	0.50802654
Sandal	Sandal	0.9999486
Sneaker	Sneaker	0.8515478
Ankle boot	Ankle boot	0.99995685
Trouser	Trouser	0.63528925
Shirt	Shirt	0.86566234
Dress	Dress	0.9996357
Sneaker	Sneaker	0.9736118
Sandal	Sandal	0.9908675
Trouser	Trouser	0.9999989
Pullover	Pullover	0.9472654
Sneaker	Sneaker	0.99342334
Sneaker	Sneaker	0.9997048
Sandal	Sandal	0.99999595
Bag	Bag	0.999998
T-shirt/top	T-shirt/top	0.999772
Ankle boot	Ankle boot	0.99998844
Trouser	Trouser	0.9999999
T-shirt/top	T-shirt/top	0.920703
Trouser	Trouser	0.99999213
Shirt	Coat	0.9866433
Ankle boot	Ankle boot	0.998779
Trouser	Trouser	0.99999917
Shirt	Shirt	0.8168651
Sandal	Sandal	0.99437594
Dress	Dress	0.9410107
Dress	Dress	0.9987104
T-shirt/top	T-shirt/top	0.98894614
Sneaker	Sneaker	0.9790724
Trouser	Trouser	1.0
Pullover	Pullover	0.9406589
Sneaker	Sneaker	0.9991198
Ankle boot	Ankle boot	0.9991843
Dress	Dress	0.98248786
Sneaker	Sneaker	0.9998549
Coat	Pullover	0.84071726
Coat	Coat	0.9155006
Coat	Coat	0.9829921
Shirt	Shirt	0.9633898
Sneaker	Sneaker	0.95336
Coat	Pullover	0.9311066
Sneaker	Sneaker	0.98692685
Dress	Dress	0.94908464
Trouser	Trouser	0.99998116
Sneaker	Sneaker	0.7116747
Bag	Bag	0.9999316
Bag	Bag	0.99997234
Sneaker	Sneaker	0.9936651
T-shirt/top	T-shirt/top	0.99551916
Trouser	Trouser	0.9999567
Coat	Coat	0.9996245
T-shirt/top	T-shirt/top	0.9996755
Ankle boot	Ankle boot	0.99988556
Sneaker	Sneaker	0.99713564
Ankle boot	Ankle boot	0.774364
Ankle boot	Ankle boot	0.9986179
Trouser	Trouser	0.99999964
Pullover	Pullover	0.9996126
T-shirt/top	T-shirt/top	0.9659009
Coat	Coat	0.92277086
Sneaker	Sneaker	0.99102306
Coat	Coat	0.7754697
Dress	Dress	0.96357054
Coat	Coat	0.6450041
Trouser	Trouser	0.9999999
Sneaker	Sneaker	0.95701337
Sandal	Sandal	0.9993364
Sneaker	Sneaker	0.9770224
T-shirt/top	Shirt	0.8675367
Ankle boot	Ankle boot	0.99830616
T-shirt/top	Shirt	0.8194214
T-shirt/top	T-shirt/top	0.9870373
Dress	Dress	0.56826776
Trouser	Trouser	0.99998903
Coat	Coat	0.7823072
Sneaker	Sneaker	0.8277503
Ankle boot	Ankle boot	0.9990414
Dress	Dress	0.9934917
Shirt	Shirt	0.7395898
Sneaker	Sneaker	0.9944159
Bag	Bag	0.99999964
Coat	Coat	0.9535606
Sneaker	Sneaker	0.98084956
Coat	Coat	0.9909717
T-shirt/top	T-shirt/top	0.7696118
Bag	Bag	0.99999976
Dress	Dress	0.99651104
T-shirt/top	T-shirt/top	0.99161667
Trouser	Trouser	1.0
Sneaker	Sneaker	0.9998185
Ankle boot	Ankle boot	0.999997
Shirt	Shirt	0.8687165
Ankle boot	Ankle boot	0.99999356
Trouser	Trouser	0.9999999
Coat	Shirt	0.9481504
Shirt	Shirt	0.9902354
Sneaker	Sneaker	0.8625201
Trouser	Trouser	0.9999995
T-shirt/top	T-shirt/top	0.9984158
Shirt	Shirt	0.99444383
Dress	Dress	0.99673814
Sneaker	Sneaker	0.58067405
Dress	Dress	0.78717864
Trouser	Trouser	1.0
Bag	Bag	0.99999535
Shirt	Shirt	0.62274164
Sandal	Sandal	0.99948287
Ankle boot	Ankle boot	0.9947115
Sandal	Sandal	0.99956113
Bag	Bag	0.9999995
Trouser	Trouser	1.0
T-shirt/top	T-shirt/top	0.9994135
Ankle boot	Ankle boot	0.999998
Pullover	T-shirt/top	0.5204599
Shirt	Shirt	0.81977034
Pullover	Shirt	0.8514418
Trouser	Trouser	0.99999595
Trouser	Trouser	0.9999416
Coat	Coat	0.4882935
Sneaker	Sneaker	0.9996493
Dress	Dress	0.7276503
T-shirt/top	T-shirt/top	0.9930548
Sneaker	Sneaker	0.9996487
Sandal	Sandal	0.9986719
Bag	Bag	0.7267791
Ankle boot	Ankle boot	0.9959727
